Family,Genus,Species,volant,Position,ShiftR,PrAb,Sampling,Grain,Quality,Start
Geometridae,Synegia,Synegia punctinervis,y,Centroid,0.837,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Synegia,Synegia punctinervis,y,Trailing edge,9.884,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Tanaorhinus,Tanaorhinus rafflesii,y,Leading edge,0.023,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Tanaorhinus,Tanaorhinus rafflesii,y,Centroid,0.163,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Tanaorhinus,Tanaorhinus rafflesii,y,Trailing edge,7.535,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Tasta,Tasta montana,y,Trailing edge,-4.442,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Tasta,Tasta montana,y,Leading edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Tasta,Tasta montana,y,Centroid,1.814,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Thalassodes,Thalassodes curiosa,y,Leading edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Thalassodes,Thalassodes curiosa,y,Centroid,0.209,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Thalassodes,Thalassodes curiosa,y,Trailing edge,0.953,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Trichopterigia,Trichopterigia sanguinipunctata,y,Trailing edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Trichopterigia,Trichopterigia sanguinipunctata,y,Centroid,0.047,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Trichopterigia,Trichopterigia sanguinipunctata,y,Leading edge,17.07,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Tripteridia,Tripteridia subcomosa,y,Leading edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Tripteridia,Tripteridia subcomosa,y,Trailing edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Tripteridia,Tripteridia subcomosa,y,Centroid,0.93,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Tympanota,Tympanota arfakensis,y,Trailing edge,-0.93,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Tympanota,Tympanota arfakensis,y,Leading edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Tympanota,Tympanota arfakensis,y,Centroid,0.535,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Tympanota,Tympanota ceramica,y,Leading edge,-0.047,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Tympanota,Tympanota ceramica,y,Centroid,5.907,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Tympanota,Tympanota ceramica,y,Trailing edge,10.023,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Tympanota,Tympanota erecta,y,Leading edge,-5.372,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Tympanota,Tympanota erecta,y,Trailing edge,-0.488,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Tympanota,Tympanota erecta,y,Centroid,1.953,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Xandrames,Xandrames latiferaria,y,Centroid,2.395,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Xandrames,Xandrames latiferaria,y,Trailing edge,3.558,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Xandrames,Xandrames latiferaria,y,Leading edge,8.767,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Xanthorhoe,Xanthorhoe liwagu,y,Trailing edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Xanthorhoe,Xanthorhoe liwagu,y,Leading edge,17.791,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Xerodes,Xerodes ypsaria,y,Leading edge,-6.512,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Xerodes,Xerodes ypsaria,y,Trailing edge,-5.093,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Xerodes,Xerodes ypsaria,y,Centroid,-2.349,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Cleora,Cleora pendleburyi,y,Centroid,0.419,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Cleora,Cleora pendleburyi,y,Trailing edge,9.209,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Dooabia,Dooabia lunifera,y,Leading edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Milionia,Milionia fulgida,y,Leading edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Milionia,Milionia fulgida,y,Trailing edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridae,Milionia,Milionia fulgida,y,Centroid,1.744,ABUND,TWO,FINE,RESURVEYED,1965
Geometridqe,Achrosis,Achrosis lithosiaria,y,Trailing edge,0,ABUND,TWO,FINE,RESURVEYED,1965
Geometridqe,Achrosis,Achrosis lithosiaria,y,Centroid,2.837,ABUND,TWO,FINE,RESURVEYED,1965
Geometridqe,Achrosis,Achrosis lithosiaria,y,Leading edge,10.116,ABUND,TWO,FINE,RESURVEYED,1965
Geometridqe,Achrosis,Achrosis rigorata,y,Trailing edge,-8.884,ABUND,TWO,FINE,RESURVEYED,1965
Geometridqe,Achrosis,Achrosis rigorata,y,Leading edge,0.86,ABUND,TWO,FINE,RESURVEYED,1965
Geometridqe,Achrosis,Achrosis rigorata,y,Centroid,1.953,ABUND,TWO,FINE,RESURVEYED,1965
Hesperiidae,Hesperia,Hesperia comma,y,Trailing edge,5.943,OCCUR,TWO,FINE,BALANCED,1967
Hesperiidae,Hesperia,Hesperia comma,y,Leading edge,14.097,OCCUR,TWO,FINE,BALANCED,1967
Lycaenidae,Aricia,Aricia artaxerxes,y,Leading edge,0.248,OCCUR,TWO,MEDIUM,LOW,1970
Lycaenidae,Lycaena,Lycaena alciphron,y,Leading edge,-12.771,OCCUR,TWO,FINE,BALANCED,1967
Lycaenidae,Lycaena,Lycaena alciphron,y,Trailing edge,1.543,OCCUR,TWO,FINE,BALANCED,1967
Lycaenidae,Lycaena,Lycaena virgaureae,y,Leading edge,-2.103,OCCUR,TWO,FINE,BALANCED,1967
Lycaenidae,Lycaena,Lycaena virgaureae,y,Trailing edge,7.614,OCCUR,TWO,FINE,BALANCED,1967
Notodontidae,Thaumetopoea,Thaumetopoea pityocampa,y,Leading edge,7.01,OCCUR,IRR,MEDIUM,MODELED,1975
Nymphalidae,Actinote,Actinote ozomene,y,Centroid,3.5,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Adelpha,Adelpha,y,Centroid,-13.167,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Agraulis,Agraulis vanillae,y,Centroid,-15.667,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Anartia,Anartia amathea,y,Centroid,-18.083,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Anartia,Anartia jatrophae,y,Centroid,-11.667,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Anetia,Anetia thirza,y,Centroid,20.417,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Argynnis,Argynnis aglaja,y,Leading edge,0.826,OCCUR,TWO,FINE,BALANCED,1967
Nymphalidae,Argynnis,Argynnis aglaja,y,Trailing edge,4.38,OCCUR,TWO,FINE,BALANCED,1967
Nymphalidae,Argynnis,Argynnis paphia,y,Trailing edge,2,OCCUR,TWO,FINE,BALANCED,1967
Nymphalidae,Argynnis,Argynnis paphia,y,Leading edge,9.6,OCCUR,TWO,FINE,BALANCED,1967
Nymphalidae,Biblis,Biblis hyperia,y,Centroid,5.708,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Brintesia,Brintesia circe,y,Leading edge,2.977,OCCUR,TWO,FINE,BALANCED,1967
Nymphalidae,Brintesia,Brintesia circe,y,Trailing edge,7.909,OCCUR,TWO,FINE,BALANCED,1967
Nymphalidae,Caligo,Caligo telamonius,y,Centroid,9.542,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Callicore,Callicore astarte,y,Centroid,5.25,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Callicore,Callicore lyca,y,Centroid,-1.958,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Castilia,Castilia eranites,y,Centroid,1.958,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Castilia,Castilia myia,y,Centroid,9.542,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Catonephele,Catonephele mexicana,y,Centroid,10.042,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Catonephele,Catonephele numilia,y,Centroid,-0.292,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Chlosyne,Chlosyne janais,y,Centroid,-2.625,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Chlosyne,Chlosyne lacinia,y,Centroid,-20.333,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Cissia,Cissia terrestris,y,Centroid,6.333,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Coenonympha,Coenonympha arcania,y,Trailing edge,-2.354,OCCUR,TWO,FINE,BALANCED,1967
Nymphalidae,Coenonympha,Coenonympha arcania,y,Leading edge,-1.766,OCCUR,TWO,FINE,BALANCED,1967
Nymphalidae,Consul,Consul fabius,y,Centroid,6.625,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Cyllopsis,Cyllopsis,y,Centroid,-9.917,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Danaus,Danaus plexippus,y,Centroid,-22.583,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Dione,Dione juno,y,Centroid,-9.167,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Dione,Dione moneta,y,Centroid,3.667,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Dryas,Dryas iulia,y,Centroid,-0.125,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Epiphile,Epiphile,y,Centroid,21.125,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Episcada,Episcada salvinia,y,Centroid,2.958,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Erebia,Erebia aethiops,y,Leading edge,2.752,OCCUR,TWO,MEDIUM,LOW,1970
Nymphalidae,Erebia,Erebia epiphron,y,Leading edge,6.295,OCCUR,TWO,MEDIUM,LOW,1970
Nymphalidae,Erebia,Erebia meolans,y,Leading edge,0.063,OCCUR,TWO,FINE,BALANCED,1967
Nymphalidae,Erebia,Erebia meolans,y,Trailing edge,15.857,OCCUR,TWO,FINE,BALANCED,1967
Nymphalidae,Erebia,Erebia triaria,y,Leading edge,4.757,OCCUR,TWO,FINE,BALANCED,1967
Nymphalidae,Erebia,Erebia triaria,y,Trailing edge,8.286,OCCUR,TWO,FINE,BALANCED,1967
Nymphalidae,Eresia,Eresia phillyra,y,Centroid,0.083,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Eueides,Eueides aliphera,y,Centroid,-10.333,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Eueides,Eueides isabella,y,Centroid,4.542,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Euptoieta,Euptoieta hegesia,y,Centroid,-1.333,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Fabriciana,Fabriciana adippe,y,Leading edge,-3.814,OCCUR,TWO,FINE,BALANCED,1967
Nymphalidae,Fabriciana,Fabriciana adippe,y,Trailing edge,3.714,OCCUR,TWO,FINE,BALANCED,1967
Nymphalidae,Fountainea,Fountainea eurypyle,y,Centroid,8.125,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Greta,Greta annette,y,Centroid,16.75,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Greta,Greta morgane,y,Centroid,13.375,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Hamadryas,Hamadryas amphinome,y,Centroid,4.25,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Hamadryas,Hamadryas februa,y,Centroid,17.5,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Hamadryas,Hamadryas feronia,y,Centroid,-0.792,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Heliconius,Heliconius charithonia,y,Centroid,-6.125,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Heliconius,Heliconius erato,y,Centroid,-6.292,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Heliconius,Heliconius ismenius,y,Centroid,3.292,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Hermeuptychia,Hermeuptychia hermes,y,Centroid,4.625,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Hipparchia,Hipparchia alcyone,y,Trailing edge,-0.194,OCCUR,TWO,FINE,BALANCED,1967
Nymphalidae,Hipparchia,Hipparchia alcyone,y,Leading edge,6.343,OCCUR,TWO,FINE,BALANCED,1967
Nymphalidae,Hipparchia,Hipparchia statilinus,y,Trailing edge,-2.771,OCCUR,TWO,FINE,BALANCED,1967
Nymphalidae,Hipparchia,Hipparchia statilinus,y,Leading edge,20.231,OCCUR,TWO,FINE,BALANCED,1967
Nymphalidae,Historis,Historis odius,y,Centroid,-20.417,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Hypanartia,Hypanartia,y,Centroid,-20.917,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Hypanartia,Hypanartia godmanii,y,Centroid,5.125,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Hypanartia,Hypanartia lethe,y,Centroid,4.958,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Hyponephele,Hyponephele lycaon,y,Leading edge,-4.194,OCCUR,TWO,FINE,BALANCED,1967
Nymphalidae,Hyponephele,Hyponephele lycaon,y,Trailing edge,11.411,OCCUR,TWO,FINE,BALANCED,1967
Nymphalidae,Ithomia,Ithomia leilae,y,Centroid,-2.75,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Laparus,Laparus doris,y,Centroid,12.292,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Libytheana,Libytheana carinenta,y,Centroid,4.625,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Magneuptychia,Magneuptychia libye,y,Centroid,8.708,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Maniola,Maniola jurtina,y,Leading edge,-7.314,OCCUR,TWO,FINE,BALANCED,1967
Nymphalidae,Maniola,Maniola jurtina,y,Trailing edge,15.034,OCCUR,TWO,FINE,BALANCED,1967
Nymphalidae,Marpesia,Marpesia chiron,y,Centroid,-14.167,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Marpesia,Marpesia corita,y,Centroid,10.708,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Marpesia,Marpesia harmonia,y,Centroid,9.458,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Mechanitis,Mechanitis polymnia,y,Centroid,7.375,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Melanargia,Melanargia lachesis,y,Trailing edge,-1.114,OCCUR,TWO,FINE,BALANCED,1967
Nymphalidae,Melanargia,Melanargia lachesis,y,Leading edge,9.837,OCCUR,TWO,FINE,BALANCED,1967
Nymphalidae,Melanargia,Melanargia russiae,y,Leading edge,-2.894,OCCUR,TWO,FINE,BALANCED,1967
Nymphalidae,Melanargia,Melanargia russiae,y,Trailing edge,16.183,OCCUR,TWO,FINE,BALANCED,1967
Nymphalidae,Melitaea,Melitaea cinxia,y,Trailing edge,-7.114,OCCUR,TWO,FINE,BALANCED,1967
Nymphalidae,Melitaea,Melitaea cinxia,y,Leading edge,10.734,OCCUR,TWO,FINE,BALANCED,1967
Nymphalidae,Melitaea,Melitaea phoebe,y,Leading edge,-9.677,OCCUR,TWO,FINE,BALANCED,1967
Nymphalidae,Melitaea,Melitaea phoebe,y,Trailing edge,-6.843,OCCUR,TWO,FINE,BALANCED,1967
Nymphalidae,Morpho,Morpho helenor,y,Centroid,5.417,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Nymphalis,Nymphalis antiopa,y,Centroid,-0.25,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Opsiphanes,Opsiphanes cassina,y,Centroid,12.333,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Oxeoschistus,Oxeoschistus,y,Centroid,3,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Pareuptychia,Pareuptychia metaleuca,y,Centroid,2.5,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Pareuptychia,Pareuptychia ocirrhoe,y,Centroid,3.708,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Pedaliodes,Pedaliodes circumducta,y,Centroid,-3.583,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Philaethria,Philaethria diatonica,y,Centroid,-7.875,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Pierella,Pierella luna,y,Centroid,-8.25,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Prepona,Prepona laertes,y,Centroid,-1.125,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Pyronia,Pyronia bathseba,y,Leading edge,-0.057,OCCUR,TWO,FINE,BALANCED,1967
Nymphalidae,Pyronia,Pyronia bathseba,y,Trailing edge,2.089,OCCUR,TWO,FINE,BALANCED,1967
Nymphalidae,Pyronia,Pyronia cecilia,y,Leading edge,-0.46,OCCUR,TWO,FINE,BALANCED,1967
Nymphalidae,Pyronia,Pyronia cecilia,y,Trailing edge,6.249,OCCUR,TWO,FINE,BALANCED,1967
Nymphalidae,Pyronia,Pyronia tithonus,y,Trailing edge,0.197,OCCUR,TWO,FINE,BALANCED,1967
Nymphalidae,Pyronia,Pyronia tithonus,y,Leading edge,0.709,OCCUR,TWO,FINE,BALANCED,1967
Nymphalidae,Satyrus,Satyrus actaea,y,Leading edge,-5.171,OCCUR,TWO,FINE,BALANCED,1967
Nymphalidae,Satyrus,Satyrus actaea,y,Trailing edge,0.197,OCCUR,TWO,FINE,BALANCED,1967
Nymphalidae,Siproeta,Siproeta epaphus,y,Centroid,-0.417,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Smyrna,Smyrna blomfildia,y,Centroid,3.292,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Speyeria,Speyeria diana,y,Centroid,1.8,OCCUR,CONT,FINE,MODELED,1886
Nymphalidae,Zaretis,Zaretis ellops,y,Centroid,20.917,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Dynamine,Dynamine postverta,y,Centroid,5.708,ABUND,TWO,FINE,RESURVEYED,1988
Nymphalidae,Ithomia,Ithomia patilla,y,Centroid,24.625,ABUND,TWO,FINE,RESURVEYED,1988
Oecophoridae,Inga,Inga,y,Centroid,0.8,ABUND,TWO,FINE,RESURVEYED,2003
Papilionidae,Papilio,Papilio garamas,y,Centroid,-2.875,ABUND,TWO,FINE,RESURVEYED,1988
Papilionidae,Parides,Parides eurimedes,y,Centroid,-6.583,ABUND,TWO,FINE,RESURVEYED,1988
Papilionidae,Parides,Parides iphidamas,y,Centroid,1.625,ABUND,TWO,FINE,RESURVEYED,1988
Papilionidae,Parides,Parides panares,y,Centroid,-17.208,ABUND,TWO,FINE,RESURVEYED,1988
Papilionidae,Parides,Parides sesostris,y,Centroid,-23.25,ABUND,TWO,FINE,RESURVEYED,1988
Papilionidae,Parnassius,Parnassius apollo,y,Trailing edge,0.037,OCCUR,TWO,FINE,BALANCED,1967
Papilionidae,Parnassius,Parnassius apollo,y,Leading edge,12.08,OCCUR,TWO,FINE,BALANCED,1967
Pieridae,Aphrissa,Aphrissa statira,y,Centroid,1.292,ABUND,TWO,FINE,RESURVEYED,1988
Pieridae,Aporia,Aporia crataegi,y,Leading edge,-0.972,ABUND,TWO,FINE,RESURVEYED,1967
Pieridae,Aporia,Aporia crataegi,y,Trailing edge,8.056,ABUND,TWO,FINE,RESURVEYED,1967
Pieridae,Appias,Appias drusilla,y,Centroid,12.958,ABUND,TWO,FINE,RESURVEYED,1988
Pieridae,Ascia,Ascia monuste,y,Centroid,0.333,ABUND,TWO,FINE,RESURVEYED,1988
Pieridae,Catasticta,Catasticta teutila,y,Centroid,21.667,ABUND,TWO,FINE,RESURVEYED,1988
Pieridae,Dismorphia,Dismorphia amphione,y,Centroid,5.75,ABUND,TWO,FINE,RESURVEYED,1988
Pieridae,Enantia,Enantia jethys,y,Centroid,11.5,ABUND,TWO,FINE,RESURVEYED,1988
Pieridae,Eurema,Eurema albula,y,Centroid,10.208,ABUND,TWO,FINE,RESURVEYED,1988
Pieridae,Eurema,Eurema arbela,y,Centroid,17.375,ABUND,TWO,FINE,RESURVEYED,1988
Pieridae,Eurema,Eurema daira,y,Centroid,1.417,ABUND,TWO,FINE,RESURVEYED,1988
Pieridae,Eurema,Eurema mexicana,y,Centroid,8.708,ABUND,TWO,FINE,RESURVEYED,1988
Pieridae,Eurema,Eurema salome,y,Centroid,-6.875,ABUND,TWO,FINE,RESURVEYED,1988
Pieridae,Hesperocharis,Hesperocharis graphites,y,Centroid,-9.292,ABUND,TWO,FINE,RESURVEYED,1988
Pieridae,Leptophobia,Leptophobia aripa,y,Centroid,6.875,ABUND,TWO,FINE,RESURVEYED,1988
Pieridae,Lieinix,Lieinix nemesis,y,Centroid,22.333,ABUND,TWO,FINE,RESURVEYED,1988
Pieridae,Nathalis,Nathalis iole,y,Centroid,11.25,ABUND,TWO,FINE,RESURVEYED,1988
Pieridae,Phoebis,Phoebis agarithe,y,Centroid,-21.708,ABUND,TWO,FINE,RESURVEYED,1988
Pieridae,Phoebis,Phoebis argante,y,Centroid,8.25,ABUND,TWO,FINE,RESURVEYED,1988
Pieridae,Phoebis,Phoebis neocypris,y,Centroid,1.417,ABUND,TWO,FINE,RESURVEYED,1988
Pieridae,Phoebis,Phoebis philea,y,Centroid,5.208,ABUND,TWO,FINE,RESURVEYED,1988
Pieridae,Phoebis,Phoebis sennae,y,Centroid,-6.75,ABUND,TWO,FINE,RESURVEYED,1988
Pieridae,Pyrisitia,Pyrisitia nise,y,Centroid,-16.833,ABUND,TWO,FINE,RESURVEYED,1988
Pieridae,Pyrisitia,Pyrisitia proterpia,y,Centroid,-13.292,ABUND,TWO,FINE,RESURVEYED,1988
Pieridae,Zerene,Zerene cesonia,y,Centroid,9.333,ABUND,TWO,FINE,RESURVEYED,1988
Zygaenidae,Zygaena,Zygaena anthyllidis,y,Trailing edge,6,OCCUR,TWO,FINE,RESURVEYED,1958
Zygaenidae,Zygaena,Zygaena exulans,y,Trailing edge,14.8,OCCUR,TWO,FINE,RESURVEYED,1958
Anostostomatidae,Hemideina,Hemideina crassidens,n,Leading edge,0.75,OCCUR,TWO,FINE,RESURVEYED,1993
Anostostomatidae,Hemideina,Hemideina crassidens,n,Trailing edge,7.688,OCCUR,TWO,FINE,RESURVEYED,1993
Anostostomatidae,Hemideina,Hemideina crassidens,n,Leading edge,8.688,OCCUR,TWO,FINE,RESURVEYED,1993
Anostostomatidae,Hemideina,Hemideina thoracica,n,Trailing edge,3,OCCUR,TWO,FINE,RESURVEYED,1993
Perlidae,Acroneuria,Acroneuria abnormis,y,Centroid,1.967,OCCUR,TWO,FINE,MODELED,1977
Perlidae,Acroneuria,Acroneuria abnormis,y,Leading edge,2.233,OCCUR,TWO,FINE,MODELED,1977
Perlidae,Eccoptura,Eccoptura xanthenes,y,Leading edge,1.033,OCCUR,TWO,FINE,MODELED,1977
Perlidae,Eccoptura,Eccoptura xanthenes,y,Centroid,3.333,OCCUR,TWO,FINE,MODELED,1977
